PMID,Year,Title,Journal,DOI,PMC
1729783,1992,Rectal carcinoma treated by preoperative irradiation: MR imaging and histopathologic correlation.,AJR Am J Roentgenol,10.2214/ajr.158.2.1729783,
1565782,1992,[Diagnostic and therapeutic strategies in locally recurrent rectal cancer].,Radiologe,,
1540805,1992,"Mitomycin C, 5-fluorouracil and radiation in advanced, locally recurrent rectal cancer.",Br J Radiol,10.1259/0007-1285-65-770-143,
1736344,1992,Reliability of in situ measurements of colorectal polyps.,Scand J Gastroenterol,10.3109/00365529209011168,
1733469,1992,[X-ray measurement of the level of rectal carcinomas and its dependence on the functional status of the pelvic floor].,Rofo,10.1055/s-2008-1032828,
1733440,1992,The combination of degradable starch microspheres and angiotensin II in the manipulation of drug delivery in an animal model of colorectal metastasis.,Br J Cancer,10.1038/bjc.1992.7,PMC1977339
1730980,1992,Safety and role of repeated administrations of Indium-111-labeled anti-carcinoembryonic antigen monoclonal antibody ZCE 025 in the postoperative follow-up of colorectal carcinoma patients.,J Nucl Med,,
1644105,1992,Kinetics and dosimetry of iodine-131-labelled antibody fragments after local administration in patients with rectal cancer.,Eur J Nucl Med,10.1007/BF00185854,
1618669,1992,Hyperthermia combined with radiation therapy for primarily unresectable and recurrent colorectal cancer.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(92)90649-3,
1617236,1992,The effect of angiotensin II on tumor blood flow and the delivery of microparticulate cytotoxic drugs.,EXS,10.1007/978-3-0348-7001-6_55,
1612314,1992,"Comparison of precontrast, postcontrast, and delayed CT scanning for the staging of rectal carcinoma.",Gastrointest Radiol,10.1007/BF01888564,
1605550,1992,[Place of surgery in primary digestive non-Hodgkin's lymphomas].,Ann Chir,,
1481964,1992,[Diagnostic possibilities of computerized tomography in disseminated forms of genital endometriosis with involvement of the adjacent organs].,Akush Ginekol (Mosk),,
1426852,1992,Benign colorectal neoplasms undetected by colonoscopy.,Gastrointest Radiol,10.1007/BF01888584,
1426839,1992,[What is the role of rectosigmoidoscopy in the early diagnosis of colorectal cancer?].,Gastroenterol Clin Biol,,
1377557,1992,Clinical investigations on blood perfusion in human malignancies of the pelvis and abdomen: significance for tumor therapy.,EXS,10.1007/978-3-0348-7001-6_59,
1335098,1992,Modulation of gene expression as a biomarker in colon.,J Cell Biochem Suppl,10.1002/jcb.240501126,
1305114,1992,[Colorectal cancer. Experience in 120 patients].,G E N,,
1299163,1992,[Quality of life of patients after restorative surgery for cancer of the rectum].,Ann Chir,,
1290207,1992,CT of the urinary tract after abdominoperineal resection for rectal carcinoma.,Urol Radiol,10.1007/BF02926924,
1282054,1992,Radical lymphadenectomy for rectal cancer facilitated by a carbon particle infusion lymphangiography.,Surg Today,10.1007/BF00308896,
8242578,1993,"Immunoscintigraphy in patients with colorectal, ovarian, and prostate cancer. Results with site-specific immunoconjugates.",Cancer,10.1002/1097-0142(19931201)72:11+<3453::aid-cncr2820721612>3.0.co;2-#,
8234720,1993,Recurrent rectal cancer: diagnosis with dynamic MR imaging.,Radiology,10.1148/radiology.189.3.8234720,
8310150,1993,Role of portal imaging in clinical radiotherapy: Florence experience.,Radiother Oncol,10.1016/0167-8140(93)90252-4,
8240891,1993,Postirradiation changes in the pelvic wall. Findings on MR.,Acta Radiol,,
8223065,1993,Practice parameters for the treatment of rectal carcinoma. The American Society of Colon and Rectal Surgeons.,Dis Colon Rectum,10.1007/BF02047288,
8210369,1993,Colorectal metastases to the liver: selective chemoembolization.,Radiology,10.1148/radiology.189.2.8210369,
7801595,1993,[Comprehensive clinical and roentgeno-endoscopic examination in the diagnosis of tumors of the large intestine].,Vestn Rentgenol Radiol,,
8379605,1993,"Polyp guideline: diagnosis, treatment, and surveillance for patients with nonfamilial colorectal polyps. The Practice Parameters Committee of the American College of Gastroenterology.",Ann Intern Med,10.7326/0003-4819-119-8-199310150-00010,
8374111,1993,[The value of dynamic MRT in the perfusion evaluation of pelvic tumors under hyperthermia].,Rofo,10.1055/s-2008-1032758,
8370828,1993,CT in local recurrence of rectal carcinoma.,J Comput Assist Tomogr,10.1097/00004728-199309000-00014,
8348494,1993,Evaluation of computed tomography in patients with peritoneal carcinomatosis.,Cancer,10.1002/1097-0142(19930901)72:5<1631::aid-cncr2820720523>3.0.co;2-i,
8233244,1993,Radioimmunoscintigraphy of recurrent colorectal carcinoma using 111In-labelled murine monoclonal antibody B72.3: a comparison with contrast-enhanced computed tomography.,Nucl Med Commun,10.1097/00006231-199309000-00008,
8233243,1993,Radioimmunoscintigraphy of colorectal carcinoma with a 111In-labelled anti-TAG-72 monoclonal antibody.,Nucl Med Commun,10.1097/00006231-199309000-00007,
8333373,1993,Polypoid lesions at the anorectal junction: barium enema findings.,AJR Am J Roentgenol,10.2214/ajr.161.2.8333373,
8409691,1993,The value of exfoliative cytology in the diagnosis of rectal malignancy.,Int J Colorectal Dis,10.1007/BF00299332,
8369941,1993,Safety of double-stapled anastomosis in low anterior resection.,Br J Surg,10.1002/bjs.1800800746,
8508392,1993,Radioimmunodetection of solid tumors. Future horizons and applications for radioimmunotherapy.,Cancer,10.1002/1097-0142(19930615)71:12+<4302::aid-cncr2820711820>3.0.co;2-m,
8508387,1993,Pitfalls in antibody imaging in colorectal cancer.,Cancer,10.1002/1097-0142(19930615)71:12+<4248::aid-cncr2820711814>3.0.co;2-t,
8508386,1993,In-111 CYT-103 monoclonal antibody imaging in patients with suspected recurrent colorectal cancer.,Cancer,10.1002/1097-0142(19930615)71:12+<4241::aid-cncr2820711813>3.0.co;2-g,
8508385,1993,New imaging modalities for follow-up of colorectal carcinoma.,Cancer,10.1002/1097-0142(19930615)71:12+<4236::aid-cncr2820711812>3.0.co;2-5,
8508383,1993,Immunoscintigraphy in primary colorectal cancer.,Cancer,10.1002/1097-0142(19930615)71:12+<4217::aid-cncr2820711810>3.0.co;2-a,
8389662,1993,Monoclonal antibody imaging in patients with colorectal cancer and increasing levels of serum carcinoembryonic antigen. Experience with ZCE-025 and IMMU-4 monoclonal antibodies and proposed directions for clinical trials.,Cancer,10.1002/1097-0142(19930615)71:12+<4293::aid-cncr2820711818>3.0.co;2-r,
8500374,1993,Preoperative or postoperative irradiation in adenocarcinoma of the rectum: final treatment results of a randomized trial and an evaluation of late secondary effects.,Dis Colon Rectum,10.1007/BF02049863,
8261872,1993,[Rectosigmoid carcinoma--role of postoperative follow-up pelvic CT].,Zhonghua Zhong Liu Za Zhi,,
8493073,1993,[Staging of rectal cancer: assessment with Gd-DTPA enhanced MR imaging].,Nihon Igaku Hoshasen Gakkai Zasshi,,
8489812,1993,[Resection of hepatic metastases of colo-rectal carcinoma. Indications and initial results].,Rev Esp Enferm Dig,,
8448394,1993,Preoperative local staging of rectal carcinoma with MR imaging and a rectal balloon.,J Magn Reson Imaging,10.1002/jmri.1880030207,
8223123,1993,[Magnetic resonance imaging study of liver metastases].,Zhonghua Zhong Liu Za Zhi,,
8465017,1993,Time trend of patient setup deviations during pelvic irradiation using electronic portal imaging.,Radiother Oncol,10.1016/0167-8140(93)90098-s,
8384868,1993,"Radioimmunodetection of lung cancer with IMACIS-1, I-131 labeled monoclonal antibodies to CEA and CA19-9. Comparison of accumulations in irradiated and non-irradiated site.",Ann Nucl Med,10.1007/BF03164790,
8462013,1993,Radioimmunodetection of colorectal cancer metastases with 131I-labeled monoclonal antibody B72.3: a pilot study to determine efficacy of detection and pharmacokinetics.,Cancer Invest,10.3109/07357909309024830,
8419443,1993,MRI of liver metastases from colorectal cancer vs. CT during arterial portography.,J Comput Assist Tomogr,10.1097/00004728-199301000-00012,
8398268,1993,"Determination of the optimal dose of 5-fluorouracil when combined with low dose D,L-leucovorin and irradiation in rectal cancer: results of three consecutive phase II studies. EORTC Radiotherapy Group.",Eur J Cancer,10.1016/0959-8049(93)90012-5,
8343279,1993,CEA-immunoscintigraphy with 99m-technetium correlates with tumour cell differentiation in colorectal cancer.,Eur J Cancer,10.1016/0959-8049(93)90084-s,
8330692,1993,[Pseudo-continent perineal colostomies after amputation of the rectum for cancer].,Gastroenterol Clin Biol,,
8271898,1993,A birdcage resonator for intracavitary MR imaging.,Magn Reson Imaging,10.1016/0730-725x(93)90239-a,
8220042,1993,Primary lymphoma of the colon and rectum: CT and barium enema correlation.,Abdom Imaging,10.1007/BF00201787,
8217240,1993,Relation between preoperative CT findings in rectal cancer and local recurrence rate. A pilot study.,Acta Oncol,10.3109/02841869309096117,
8217238,1993,A phase I study of escalating interferon alpha-2a combined with 5-fluorouracil and leucovorin in patients with gastrointestinal malignancies.,Acta Oncol,10.3109/02841869309096114,
7805492,1993,[Tumor markers in the follow-up of colorectal cancers].,Chirurgie,,
7989979,1994,Radioimmunoguided surgery using iodine-125-labeled biotinylated monoclonal antibodies and cold avidin.,J Nucl Med,,
7878508,1994,DNA analysis with flow cytometry and image cytometry in colorectal polyps.,Surg Endosc,10.1007/BF00187347,
7878239,1994,"[Kohlrausch's plica (plica transversalis recti): localization, morphology, function].",Radiol Med,,
7742575,1994,Current CT/MRI examination of the lower intestinal tract.,Baillieres Clin Gastroenterol,10.1016/0950-3528(94)90023-x,
7962800,1994,Squamous cell carcinoma of the anus and rectum in homosexual men: CT findings.,J Comput Assist Tomogr,10.1097/00004728-199411000-00013,
17977436,1994,[Local recidives after rectal tumour operations].,Srp Arh Celok Lek,,
7919246,1994,[MRT and dynamic CT in the diagnosis of a recurrence of rectal carcinoma].,Rofo,10.1055/s-2008-1032524,
8055723,1994,Immunoscintigraphy with a new indium-111-labeled monoclonal antibody (MAb 1A3) in patients with colorectal cancer.,Dis Colon Rectum,10.1007/BF02050143,
7972904,1994,The volume effect in radiation-related late small bowel complications: results of a clinical study of the EORTC Radiotherapy Cooperative Group in patients treated for rectal carcinoma.,Radiother Oncol,10.1016/0167-8140(94)90097-3,
7948175,1994,Double-contrast barium enema study with computed radiography: assessment in detection of colorectal polyps.,J Digit Imaging,10.1007/BF03168509,
7882773,1994,"[p21ras expression, DNA ploidy and prognosis in colorectal cancer].",Zhonghua Wai Ke Za Zhi,,
8087711,1994,The application of laparoscopy in colorectal surgery: a preliminary report of twelve cases.,Zhonghua Yi Xue Za Zhi (Taipei),,
8044620,1994,Magnetic resonance imaging of rectal carcinoma: a prospective study.,Br J Surg,10.1002/bjs.1800810640,
8012001,1994,[High-resolution magnetic resonance tomography of the lesser pelvis using an endorectal coil].,Rofo,10.1055/s-2008-1032474,
7956955,1994,In situ measurement of colorectal polyps to compare video and fiberoptic endoscopes.,Endoscopy,10.1055/s-2007-1009004,
7514303,1994,An epitope on carcinoembryonic antigen defined by the clinically relevant antibody PR1A3.,Proc Natl Acad Sci U S A,10.1073/pnas.91.10.4313,PMC43775
8066189,1994,The variation of small bowel volume within the pelvis before and during adjuvant radiation for rectal cancer.,Radiother Oncol,10.1016/0167-8140(94)90390-5,
8064191,1994,Does the frequency of paracolostomy hernias depend on the position of the colostomy in the abdominal wall?,Int J Colorectal Dis,10.1007/BF00699414,
8061898,1994,Inhibition of CT-26 murine adenocarcinoma growth in the rectum of mice treated with recombinant human interleukin-6.,J Immunother Emphasis Tumor Immunol,10.1097/00002371-199405000-00004,
8168408,1994,Local excision of rectal carcinoma. Early results with combined chemoradiation therapy using 5-fluorouracil and leucovorin.,Dis Colon Rectum,10.1007/BF02053589,
8033006,1994,CT of primary colonic lymphoma.,Clin Imaging,10.1016/0899-7071(94)90050-7,
8009660,1994,[99mTc anti-carcinoembryonic antigen in colorectal cancer].,Ugeskr Laeger,,
8177949,1994,[The value of CT for the diagnosis of rectal cancer recurrence. A ROC study and a retrospective analysis].,Radiologe,,
8126277,1994,CT vs MRI in diagnosis of recurrent rectosigmoid carcinoma.,J Comput Assist Tomogr,10.1097/00004728-199403000-00016,
8115616,1994,Rectal tumor stage: correlation of endorectal MR imaging and pathologic findings.,Radiology,10.1148/radiology.190.3.8115616,
7834434,1994,Salvage abdominoperineal resection following combined chemotherapy and radiotherapy for epidermoid carcinoma of the anus.,Ann Surg Oncol,10.1007/BF02303552,
8306836,1994,Positron emission tomography for preoperative staging of colorectal carcinoma.,Dis Colon Rectum,10.1007/BF02047538,
8204403,1994,Radioimmunoscintigraphy of CEA/CA 19-9 producing tumors with I-131 labeled monoclonal antibodies.,Ann Nucl Med,10.1007/BF03164981,
8113102,1994,Late complications of postoperative radiation therapy for cancer of the rectum and rectosigmoid.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(94)90184-8,
8208466,1994,[Recurrent neoplasms of the rectum: their CT diagnosis].,Minerva Chir,,
8152691,1994,Dosimetric assessment of radiolabelled lipiodol as a potential therapeutic agent in colorectal liver metastases using combined CT and SPECT.,Nucl Med Commun,10.1097/00006231-199401000-00007,
8128038,1994,[Computed tomography and magnetic resonance in the preoperative staging of the spread of rectal cancer. A correlation with the anatomicopathological aspects].,Radiol Med,,
7931827,1994,An evaluation of six antibodies for immunohistochemistry of mutant p53 gene product in archival colorectal neoplasms.,J Pathol,10.1002/path.1711720104,
7743838,1994,[Locoregional recurrences of rectal cancers. Disappointments and hopes apropos of 54 cases].,Chirurgie,,
8732093,1995,[A clinicopathological study of 3 dimensional structure in adenoma of large intestine].,Zhonghua Bing Li Xue Za Zhi,,
8547624,1995,[Percutaneous drainage of refractory necrotizing tumors: experience in 9 patients].,Rofo,10.1055/s-2007-1016040,
7480740,1995,"Detection of pelvic recurrence of colorectal carcinoma: prospective, blinded comparison of Tc-99m-IMMU-4 monoclonal antibody scanning and CT.",Radiology,10.1148/radiology.197.3.7480740,
7480739,1995,Colon cancer: morphology detected with barium enema examination versus histopathologic stage.,Radiology,10.1148/radiology.197.3.7480739,
7591890,1995,Secondary malignancy among seminoma patients treated with adjuvant radiation therapy.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(95)00200-8,
7480672,1995,Hepatic metastases: basic principles and implications for radiologists.,Radiology,10.1148/radiology.197.2.7480672,
7666087,1995,Modulation of O6-alkylguanine alkyltransferase-directed DNA repair in metastatic colon cancers.,J Clin Oncol,10.1200/JCO.1995.13.9.2301,
7645472,1995,Anastomotic leaks after low anterior resection for rectal carcinoma: evaluation with CT and barium enema.,AJR Am J Roentgenol,10.2214/ajr.165.3.7645472,
7560320,1995,MRI of the anal sphincter.,J Comput Assist Tomogr,10.1097/00004728-199509000-00010,
7554742,1995,Wessex regional radiology audit: barium enema in colo-rectal carcinoma.,Clin Radiol,10.1016/s0009-9260(05)83297-0,
7553684,1995,Immunoscintigraphy of colorectal cancer using 111In-labeled monoclonal antibody to mucin.,Cancer Immunol Immunother,10.1007/BF01521341,PMC11037787
7490320,1995,Influence of local peritoneal involvement on pelvic recurrence and prognosis in rectal cancer.,J Clin Pathol,10.1136/jcp.48.9.849,PMC502875
8528485,1995,Sphincter-saving surgery with and without pre-operative radiation therapy as treatment for adenocarcinoma of the mid-rectum.,Surg Oncol,10.1016/s0960-7404(10)80039-8,
7652666,1995,[The belly-board technic for the sparing of the small intestine. Studies on positioning accuracy taking into consideration conformational irradiation technics].,Strahlenther Onkol,,
7492817,1995,[Positron-emission tomography: role of 18F-fluorodeoxyglucose (18FDG) imaging in oncology].,Bull Cancer,,
7622689,1995,Endoscopic MRI using 3D-spoiled GRASS (SPGR) sequence for local staging of rectal carcinoma.,J Comput Assist Tomogr,10.1097/00004728-199507000-00015,
7549750,1995,Screening for colorectal cancer and suspected lower gastrointestinal bleeding.,Abdom Imaging,10.1007/BF00203378,
7773931,1995,The significance of intraoperative periportal lymph node metastasis identification in patients with colorectal carcinoma.,Cancer,10.1002/1097-0142(19950615)75:12<2809::aid-cncr2820751205>3.0.co;2-0,
7794081,1995,Preoperative radiation and chemotherapy in the treatment of adenocarcinoma of the rectum.,Ann Surg,10.1097/00000658-199506000-00016,PMC1234712
7779721,1995,Evaluation of p53 protein expression as a marker for long-term prognosis in colorectal carcinoma.,Br J Cancer,10.1038/bjc.1995.243,PMC2033814
7751874,1995,Royal Marsden phase III trial of fluorouracil with or without interferon alfa-2b in advanced colorectal cancer.,J Clin Oncol,10.1200/JCO.1995.13.6.1297,
7659856,1995,Quantification of nucleolar organiser regions in canine perianal gland tumours.,Res Vet Sci,10.1016/0034-5288(95)90117-5,
7645930,1995,Radioimmunoassisted follow-up and surgery vs traditional examinations and surgery after radical excision of colorectal cancer.,Anticancer Res,,
7644451,1995,Agreement between self-reported early cancer detection practices and medical audits among Hispanic and non-Hispanic white health plan members in northern California.,Prev Med,10.1006/pmed.1995.1045,
7794602,1995,CT for the evaluation of carcinomas in the colon and rectum.,Semin Ultrasound CT MR,10.1016/0887-2171(95)90004-7,
7597226,1995,[The role of CT and MR in assessing the patient operated on for rectal carcinoma: the local recurrence of the disease].,Radiol Med,,
7763024,1995,Immunoscintigraphy using 99mTc-labeled anti-CEA monoclonal antibody for patients with colorectal cancer.,Anticancer Res,,
7754117,1995,[Role of CT and RM in postoperative evaluation of the patient after rectal carcinoma surgery: postoperative anatomy and nonneoplastic sequelae].,Radiol Med,,
7863431,1995,[Three-dimensional planned radiotherapy in rectal cancer. Feasibility study and preliminary clinical results].,Strahlenther Onkol,,
7601048,1995,The yield of flexible sigmoidoscopy and double-contrast barium enema in the diagnosis of neoplasms in the large bowel in patients with a positive Hemoccult test.,Endoscopy,10.1055/s-2007-1005655,
8809951,1995,Morbidity and mortality following preoperative radiation therapy and total pelvic exenteration for primary rectal adenocarcinoma.,Surg Oncol,10.1016/s0960-7404(10)80041-6,
8583876,1995,Vegetable oil as an MR contrast agent for rectal applications.,Magn Reson Imaging,10.1016/0730-725x(95)00049-m,
7841406,1995,[The CT-guided perineal axial needle biopsy of presacral pelvic space-occupying lesions].,Rofo,10.1055/s-2007-1015837,
7745937,1995,[Differential diagnosis of non-epithelial rectal neoplasms].,Khirurgiia (Mosk),,
7569069,1995,"Staging rectal cancer with magnetic resonance imaging: methodology, signs and parameters.",Rays,,
7569068,1995,"Staging rectal cancer with CT: methodology, signs and parameters.",Rays,,
7569065,1995,Rectal exploration in rectal cancer. Double contrast enema vs rectoscopy: a comparison of present diagnostic accuracy.,Rays,,
7569064,1995,The pathologist's role in the diagnosis and therapy of rectal cancer.,Rays,,
7569062,1995,Diagnostic imaging and combined modality therapy of rectal cancer.,Rays,,
9679614,1996,[CT-guided interventions in diseases of the small pelvis following rectal resection].,Orv Hetil,,
8982844,1996,Endoanal MRI of the anal sphincter complex: correlation with cross-sectional anatomy and histology.,J Anat,,PMC1167711
8969665,1996,Intraoperative radiation therapy in integrated treatment of rectal cancers. Results of phase II study.,Dis Colon Rectum,10.1007/BF02054528,
9064391,1996,[Immunogammagraphy with anti-CEA and anti-TAG-72 monoclonal antibodies in the diagnosis of colorectal carcinoma].,Med Clin (Barc),,
8975392,1996,[An interstitial miniature antenna for localized in vivo P-31 MR spectroscopy].,Strahlenther Onkol,,
8953601,1996,NCCN Colorectal Cancer Practice Guidelines. The National Comprehensive Cancer Network.,Oncology (Williston Park),,
8918430,1996,Pelvic floor reconstruction after major cancer surgery.,Dis Colon Rectum,10.1007/BF02055114,
8909304,1996,Phase I/II trial of combined 131I anti-CEA monoclonal antibody and hyperthermia in patients with advanced colorectal adenocarcinoma.,Cancer,,
9127810,1996,Endorectal magnetic resonance imaging in the preoperative staging of rectal tumors.,Int Surg,,
8961679,1996,Colorectal surgery using a biofragmentable anastomotic ring.,J Formos Med Assoc,,
8831519,1996,Early detection of anastomotic leaks after low anterior resection of the rectum.,Dis Colon Rectum,10.1007/BF02081404,
8816548,1996,Natural history of superficial depressed colorectal cancer: retrospective radiographic and histologic analysis.,Radiology,10.1148/radiology.201.1.8816548,
8781143,1996,Fluorine-18 fluoro-2-deoxyglucose positron emission tomography in recurrent rectal cancer: relation to tumour size and cellularity.,Eur J Nucl Med,10.1007/BF01367594,
8949653,1996,Growth of colorectal polyps: redetection and evaluation of unresected polyps for a period of three years.,Gut,10.1136/gut.39.3.449,PMC1383355
8915295,1996,Preoperative staging of rectal carcinoma using double-contrast MR imaging. Technical aspects and early clinical experiences.,Acta Radiol,10.1177/02841851960373P272,
8915293,1996,"MR imaging, CT and CEA scintigraphy in the diagnosis of local recurrence of rectal carcinoma.",Acta Radiol,10.1177/02841851960373P270,
8831735,1996,[Diagnosis and surgical treatment of metastatic lung tumors].,Gan To Kagaku Ryoho,,
8869044,1996,"[Simultaneous screening of cancers of the breast, cervix, colon and rectum. The Isère experience].",Bull Cancer,,
8772070,1996,The utility of pre-operative abdominal computerized tomography scanning in colorectal surgery.,J R Coll Surg Edinb,,
8756850,1996,High resolution magnetic resonance imaging of the anal sphincter using a dedicated endoanal coil. Comparison of magnetic resonance imaging with surgical findings.,Dis Colon Rectum,10.1007/BF02053993,
8708720,1996,"Clinical utility of external immunoscintigraphy with the IMMU-4 technetium-99m Fab' antibody fragment in patients undergoing surgery for carcinoma of the colon and rectum: results of a pivotal, phase III trial. The Immunomedics Study Group.",J Clin Oncol,10.1200/JCO.1996.14.8.2295,
8685340,1996,CT and MR imaging in the staging of colorectal carcinoma: report of the Radiology Diagnostic Oncology Group II.,Radiology,10.1148/radiology.200.2.8685340,
8751414,1996,Preoperative radiotherapy in rectal carcinoma--aspects of acute adverse effects and radiation technique.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(96)00229-5,
8673995,1996,Preoperative treatment of patients with locally advanced unresectable rectal adenocarcinoma utilizing continuous chronobiologically shaped 5-fluorouracil infusion and radiation therapy.,Cancer,10.1002/(SICI)1097-0142(19960715)78:2<217::AID-CNCR5>3.0.CO;2-I,
8877472,1996,Simulation studies promote technological development of radiofrequency phased array hyperthermia.,Int J Hyperthermia,10.3109/02656739609023525,
8829284,1996,New methods for the staging of colorectal cancer using noninvasive techniques.,Semin Surg Oncol,10.1002/(SICI)1098-2388(199607/08)12:4<253::AID-SSU4>3.0.CO;2-4,
8696700,1996,Bipedal lymphography in the management of carcinoma of the anal canal.,Br J Radiol,10.1259/0007-1285-69-823-632,
8689836,1996,Wessex regional radiology audit: barium enema in colo-rectal carcinoma.,Clin Radiol,10.1016/s0009-9260(96)80201-7,
8685749,1996,Surgical management of malignant tumors of the adult bony spine.,South Med J,10.1097/00007611-199607000-00002,
8661581,1996,Value of endorectal coil versus body coil MRI for diagnosis of recurrent pelvic malignancies.,Abdom Imaging,10.1007/s002619900079,
8657944,1996,Colorectal polyp detection with CT colography: two- versus three-dimensional techniques. Work in progress.,Radiology,10.1148/radiology.200.1.8657944,
8657938,1996,Virtual endoscopy: is it reality?,Radiology,10.1148/radiology.200.1.8657938,
8822748,1996,Biodistribution of anti-CEA F(ab')2 fragments after intra-arterial and intravenous injection in patients with liver metastases due to colorectal carcinoma.,Nucl Med Commun,10.1097/00006231-199606000-00008,
8726827,1996,Determining depth of invasion of advanced colorectal cancer using MRI short inversion time inversion recovery sequences.,J Gastroenterol,10.1007/BF02355025,
8876904,1996,The role of radiotherapy in the management of cancer--an overview.,Ann Acad Med Singap,,
8793428,1996,Computed tomography of the rectosigmoid region.,Eur J Radiol,10.1016/0720-048x(96)00744-9,
8726186,1996,Preoperative therapy for advanced pelvic malignancy by isolated pelvic perfusion with the balloon-occlusion technique.,Ann Surg Oncol,10.1007/BF02306286,
8724412,1996,Rectal carcinoma: prospective comparison of conventional and gadopentetate dimeglumine enhanced fat-suppressed MR imaging.,J Magn Reson Imaging,10.1002/jmri.1880060309,
8710467,1996,[Palliation of brain metastases: factors associated with survival].,Nihon Igaku Hoshasen Gakkai Zasshi,,
8693127,1996,[Computerized tomography and magnetic resonance in the diagnosis of recurrent rectal neoplasms: comparison of reliability and errors of both methods].,Radiol Med,,
8661545,1996,MRI diagnosis and staging of rectal carcinoma.,Abdom Imaging,10.1007/s002619900048,
8667749,1996,[Avoid unnecessary colonic radiography! Suspected cancer can be excluded by more stringent diagnostic methods].,Lakartidningen,,
8848729,1996,Barium enema: colorectal polyps and carcinoma.,Semin Roentgenol,10.1016/s0037-198x(96)80007-1,
8695262,1996,An image analysis study of DNA content in early colorectal cancer.,Eur J Cancer,10.1016/0959-8049(95)00596-x,
8617053,1996,Wessex Regional Radiology Audit: barium enema in colo-rectal carcinoma.,Clin Radiol,10.1016/s0009-9260(96)80358-8,
8929041,1996,[Prognostic factors in local-regional recurrences of colorectal neoplasms].,Ann Ital Chir,,
8737501,1996,[Imaging of the recurrence of colorectal cancer].,Ann Gastroenterol Hepatol (Paris),,
8687145,1996,Intraoperative radioimmunolocalization of an anti-CEA MAb F(Ab')2 (FO23C5) in CEA serum-negative colorectal cancer patients.,Anticancer Res,,
8837299,1996,Local and regional recurrence of carcinoma of the colon and rectum: II. Factors relating to operative technique.,Surg Oncol,10.1016/s0960-7404(96)80016-8,
8679975,1996,[High-resolution magnetic resonance tomography by means of an endorectal coil--the results in rectal tumors].,Rofo,10.1055/s-2007-1015625,
8661826,1996,PET scans of abdominal malignancy.,World J Surg,10.1007/s002689900039,
8661824,1996,Use of monoclonal antibodies in colorectal cancer: a review.,World J Surg,10.1007/s002689900037,
8621293,1996,An analysis of intratreatment and intertreatment displacements in pelvic radiotherapy using electronic portal imaging.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(95)02057-8,
10388005,1996,Beware the Medical-Industrial Complex.,Oncologist,,
9073057,1996,Ki-67 index in fine needle aspiration cytology specimens from primary and recurrent rectal cancer.,Acta Oncol,10.3109/02841869609098529,
9007621,1996,Evaluation of digitally guided fine needle aspiration cytology versus fine needle core biopsy for the diagnosis of recurrent rectal cancer.,Int J Colorectal Dis,10.1007/s003840050060,
8949758,1996,Present status of fast neutron therapy in Asian countries.,Bull Cancer Radiother,10.1016/0924-4212(96)84891-2,
8893338,1996,Radiological modalities in the staging of colorectal tumors: new perspectives for increasing accuracy.,Recent Results Cancer Res,10.1007/978-3-642-80035-1_8,
8720005,1996,Pelvic exenteration for recurrent rectal cancer.,Adv Surg,,
9479992,1997,"[Oncologic ""second-look"" today].",G Chir,,
9479977,1997,[Histopathologic changes of cancer of the rectum after neoadjuvant radio-chemotherapy. Anatomo-radiologic correlation and prognostic implications].,G Chir,,
9449446,1997,A randomised study of colostomies in low colorectal anastomoses.,Eur J Surg,,
9431339,1997,Management and causes of acute large-bowel obstruction.,Surg Clin North Am,10.1016/s0039-6109(05)70617-4,
9428914,1997,Radiation therapy for local-regional recurrences of rectal carcinoma following primary surgery.,Tumori,10.1177/030089169708300508,
9386051,1997,Cancer screening in women by internal medicine resident physicians.,South Med J,10.1097/00007611-199711000-00009,
9400845,1997,MRI of pelvic masses: efficacy of the rectal superparamagnetic contrast agent Ferumoxsil.,J Magn Reson Imaging,10.1002/jmri.1880070614,
9393524,1997,Visualization of colorectal polyps with spiral CT colography: evaluation of processing parameters with perspective volume rendering.,Radiology,10.1148/radiology.205.3.9393524,
9388521,1997,[Preoperative chemoradiation therapy for advanced rectal cancer].,Gan To Kagaku Ryoho,,
9382505,1997,[Arterial infusion chemotherapy in pelvic space for advanced rectal cancer].,Gan To Kagaku Ryoho,,
9332240,1997,Compulsory superselective arterial embolization in hypovascular local hepatic tumor ablation. Microballoon coaxial catheterization.,Acta Radiol,10.1080/02841859709172420,
9298295,1997,Clinical experience with Tc-99m nofetumomab merpentan (Verluma) radioimmunoscintigraphy.,Clin Nucl Med,10.1097/00003072-199709000-00007,
9333352,1997,[Bladder and rectal infiltration by uterine carcinomas: the accuracy of CT and MRI compared to endoscopic procedures].,Rofo,10.1055/s-2007-1015505,
9300741,1997,Efficacy of a belly board device with CT-simulation in reducing small bowel volume within pelvic irradiation fields.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(97)00310-6,
9221850,1997,Selective chemoembolization in the management of hepatic metastases in refractory colorectal carcinoma: a phase II trial.,Dis Colon Rectum,10.1007/BF02055430,
9221848,1997,Treatment of colorectal and ileoanal anastomotic sinuses.,Dis Colon Rectum,10.1007/BF02055427,
