PMID,Year,Title,Journal,DOI,PMC
9248087,1997,[Diagnosis of local recurrences and metastases from colorectal cancers].,Rev Prat,,
9263539,1997,Imaging of recurrent intestinal carcinoma with indium-111-labeled anti-carcinoembryonic antigen monoclonal antibody CEA102.,Jpn J Cancer Res,10.1111/j.1349-7006.1997.tb00425.x,PMC5921471
9235639,1997,[Results of the treatment with fast neutrons (d.T 13 MeV) in recurrent rectal carcinoma].,Strahlenther Onkol,10.1007/BF03038914,
9168702,1997,Accuracy of staging rectal tumors with contrast-enhanced transrectal MR imaging.,AJR Am J Roentgenol,10.2214/ajr.168.6.9168702,
9191437,1997,"Rectal tumours--MR imaging with endorectal and/or phased-array coils, and histopathological staging on giant sections. A comparative study.",Acta Radiol,10.1080/02841859709172097,
9191433,1997,Rim enhancement in colorectal metastases at CT during infusion hepatic arteriography. Does it represent liver parenchyma or live tumor cell zone?,Acta Radiol,10.1080/02841859709172093,
9171763,1997,Skin appendage involvement in anal intraepithelial neoplasia.,Br J Surg,,
9168072,1997,Radioimmunoguided surgery for colorectal cancer.,Am J Surg,10.1016/S0002-9610(97)00070-6,
9135647,1997,New barium paste mixture for helical (slip-ring) CT evaluation of rectal carcinoma.,J Comput Assist Tomogr,10.1097/00004728-199705000-00011,
9129408,1997,Reducing data size and radiation dose for CT colonography.,AJR Am J Roentgenol,10.2214/ajr.168.5.9129408,
9107665,1997,Is magnetic resonance imaging the method of choice in the diagnosis of recurrent rectal carcinoma.,Abdom Imaging,10.1007/s002619900204,
9107664,1997,MRI of recurrent rectosigmoid carcinoma.,Abdom Imaging,10.1007/s002619900203,
9107663,1997,Local recurrence of rectal cancer: evaluation with F-18 fluorodeoxyglucose PET imaging.,Abdom Imaging,10.1007/s002619900202,
9187227,1997,Total mesorectal excision--the new golden standard of surgery for rectal cancer.,Ann Med,10.3109/07853899709113698,
9176753,1997,Anal canal cancer diagnosis: usefulness of serum tumor markers.,J Chemother,10.1179/joc.1997.9.2.121,
9136107,1997,Anterior-posterior treatment localization in pelvic radiotherapy: tattoos or fixed couch-to-isocentre distance.,Med Dosim,10.1016/s0958-3947(96)00156-2,
9122417,1997,Device for occlusion of rectovaginal fistula: clinical trials.,Radiology,10.1148/radiology.203.1.9122417,
9112909,1997,Preoperative staging of rectal carcinoma by magnetic resonance imaging with a pelvic phased-array coil.,Br J Surg,,
9333494,1997,"[The intra-arterial chemotherapy of tumorous lesions of the stomach, rectum and liver].",Lik Sprava,,
9265373,1997,[Endobronchial metastases in extrapulmonary malignant tumors].,Vojnosanit Pregl,,
9239608,1997,Development of oncology protocol using fluorine-18-FDG: one center's experience.,J Nucl Med Technol,,
9239599,1997,"Cancer imaging with radiolabeled antibodies: new advances with technetium-99m-labeled monoclonal antibody Fab' fragments, especially CEA-Scan and prospects for therapy.",J Nucl Med Technol,,
9148206,1997,[Prosthetic materials in surgery of esophageal cancer. Personal experience].,Minerva Chir,,
9051048,1997,MR endoscopy: preliminary experience in human trials.,Radiology,10.1148/radiology.202.3.9051048,
9075747,1997,Value of carcinoembryonic antigen monitoring in curative surgery for recurrent colorectal carcinoma.,Dis Colon Rectum,10.1007/BF02054978,
9072842,1997,[The locoregional recurrence of rectal carcinoma. A computed tomographic analysis and a target volume concept for adjuvant radiotherapy].,Strahlenther Onkol,10.1007/BF03038925,
9010096,1997,The significance of allelic deletions and aneuploidy in colorectal carcinoma. Results of a 5-year follow-up study.,Cancer,,
9498205,1997,[111-indium DTPA octreotide scintigraphy in colorectal liver metastases].,Langenbecks Arch Chir,,
11995042,1998,[The Hartmann procedure in colorectal emergencies. Report of 76 cases].,Ann Ital Chir,,
11995041,1998,[Role of adjuvant radiotherapy in the treatment of rectal carcinoma].,Ann Ital Chir,,
10921037,1998,[The value of MRI for diagnosis of recurrence of rectal carcinoma after surgical resection].,Zhonghua Zhong Liu Za Zhi,,
10920965,1998,[CT findings of calcified liver metastases].,Zhonghua Zhong Liu Za Zhi,,
10210933,1998,[Phantom rectum after Miles' operation].,Minerva Chir,,
10063380,1998,[Radiotherapy of local recurrence of rectal carcinoma].,Vojnosanit Pregl,,
9931984,1998,[Significance of CT in the detection of regional lymph node metastases in colorectal carcinoma].,Radiologe,10.1007/s001170050465,
9926806,1998,Differential effect of radiation on endothelial cell function in rectal cancer and normal rectum.,Am J Surg,10.1016/s0002-9610(98)00280-3,
9922186,1998,Virtual endoscopic colonography based on 3D MRI.,Abdom Imaging,10.1007/s002619900405,
9881074,1998,Multimodal therapy in rectal cancer.,Gan To Kagaku Ryoho,,
9860327,1998,Results of salvage abdominoperineal resection for anal cancer after radiotherapy.,Dis Colon Rectum,10.1007/BF02237294,
9829383,1998,Novel clinical approaches in monoclonal antibody-based management in colorectal cancer patients: radioimmunoguided surgery and antigen augmentation.,Semin Surg Oncol,10.1002/(sici)1098-2388(199812)15:4<254::aid-ssu14>3.0.co;2-v,
9829379,1998,Preoperative and intraoperative radioimmunodetection of cancer pretargeted by biotinylated monoclonal antibodies.,Semin Surg Oncol,10.1002/(sici)1098-2388(199812)15:4<235::aid-ssu10>3.0.co;2-b,
9829374,1998,Radioimmunoguided surgery and intraoperative lung cancer staging.,Semin Surg Oncol,10.1002/(sici)1098-2388(199812)15:4<215::aid-ssu5>3.0.co;2-i,
9827400,1998,[Is it necessary to monitor patients surgically treated for colorectal cancer?].,J Chir (Paris),,
9810332,1998,MRI-assisted specification/localization of target volumes. Aspects of quality control.,Strahlenther Onkol,,
9795704,1998,Usefulness of thallium-201 SPECT imaging for the evaluation of local recurrence of colorectal cancer.,Ann Nucl Med,10.1007/BF03164844,
9788412,1998,"Role of a DT-diaphorase mutation in the response of anal canal carcinoma to radiation, 5-fluorouracil, and mitomycin C.",Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(98)00234-x,
9788411,1998,High dose rate intraoperative radiation therapy (HDR-IORT) as part of the management strategy for locally advanced primary and recurrent rectal cancer.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(98)00211-9,
9762288,1998,[Therapeutic approach of French practitioners to rectal cancer].,Gastroenterol Clin Biol,,
9755749,1998,[Retrospective analysis of the reproducibility of the daily set-up of the irradiation fields of cancer of the rectum using a megavoltage imaging system].,Cancer Radiother,10.1016/s1278-3218(98)80347-8,
9744602,1998,Self-expandable metallic stents in the palliation of rectosigmoidal carcinoma: a follow-up study.,Gastrointest Endosc,10.1016/s0016-5107(98)70189-0,
9739380,1998,Conservative treatment of anorectal tumors.,Strahlenther Onkol,10.1007/BF03038561,
9735391,1998,Effects of pharmacokinetic modulating chemotherapy using oral UFT and continuous venous 5FU infusion on the prognosis of irradiated rectal carcinomas with p53 overexpression.,Int J Oncol,10.3892/ijo.13.4.653,
9730411,1998,Embryology and anatomy of the rectum.,Semin Surg Oncol,10.1002/(sici)1098-2388(199809)15:2<66::aid-ssu2>3.0.co;2-3,
9719132,1998,Comparison of two methods for anterior-posterior isocenter localization in pelvic radiotherapy using electronic portal imaging.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(98)00160-6,
9719124,1998,Rationale for using invasive thermometry for regional hyperthermia of pelvic tumors.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(98)00165-5,
9718009,1998,Influence of a defunctioning stoma on leakage rates after low colorectal anastomosis and colonic J pouch-anal anastomosis.,Br J Surg,10.1046/j.1365-2168.1998.00790.x,
9707828,1998,Total mesorectal excision. The new European gold standard.,G Chir,,
9704963,1998,Combined preoperative radiation and mitomycin/5-fluorouracil treatment for locally advanced rectal adenocarcinoma.,J Am Coll Surg,10.1016/s1072-7515(98)00135-5,
9679899,1998,Urinary tract cancer and hereditary nonpolyposis colorectal cancer: risks and screening options.,J Urol,,
9678379,1998,Femoral neuropathy: unusual presentation for recurrent large-bowel cancer.,Dis Colon Rectum,10.1007/BF02235377,
9670251,1998,Radical surgery for extensive rectal cancer: is it worthwhile?,Recent Results Cancer Res,10.1007/978-3-642-71967-7_7,
9670247,1998,Use and applications of MRI techniques in the diagnosis and staging of rectal lesions.,Recent Results Cancer Res,10.1007/978-3-642-71967-7_3,
9667276,1998,Radiation therapy for rectosigmoid and rectal cancer: results of the 1992-1994 Patterns of Care process survey.,J Clin Oncol,10.1200/JCO.1998.16.7.2542,
9662242,1998,123I-labelled vasoactive intestinal peptide receptor scintigraphy in patients with colorectal cancer.,Br J Cancer,10.1038/bjc.1998.433,PMC2062941
9601965,1998,The pelvis after surgery and radio-chemotherapy for rectal cancer studied with Gd-DTPA-enhanced fast dynamic MR imaging.,Eur Radiol,10.1007/s003300050472,
9631903,1998,Diagnostic failure in colonoscopies for malignant disease.,Aust N Z J Surg,10.1111/j.1445-2197.1998.tb04765.x,
9607618,1998,p53 protein overexpression and response to induction chemoradiation therapy in patients with locally advanced rectal adenocarcinoma.,Ann Surg Oncol,10.1007/BF02303772,
9584461,1998,[Detection of recurrent rectal cancer using helical CT with SmartPrep: a new technique for obtaining optimal contrast enhancement].,Nihon Igaku Hoshasen Gakkai Zasshi,,
9574621,1998,Intraperitoneal rhabdomyosarcoma in children: incidence and imaging characteristics on CT.,AJR Am J Roentgenol,10.2214/ajr.170.5.9574621,
9568652,1998,Accuracy of computed tomography in determining resectability for locally advanced primary or recurrent colorectal cancers.,Am J Surg,10.1016/s0002-9610(98)00017-8,
9551109,1998,[When is it meaningful to support magnetic resonance tomography by administering a positive enteral contrast medium?--an account of practical experience].,Rofo,10.1055/s-2007-1015119,
9544678,1998,Biodistribution studies on L-3-[fluorine-18]fluoro-alpha-methyl tyrosine: a potential tumor-detecting agent.,J Nucl Med,,
9535599,1998,Persistent vesicourethral dysfunction following radical surgery for rectal carcinoma: urodynamic features and potential abatement with modified sphincterotomy (radical transurethral resection of the prostate).,Int J Urol,10.1111/j.1442-2042.1998.tb00232.x,
9516585,1998,Clinical and molecular prognostic factors in sphincter-preserving surgery for rectal cancer.,Semin Radiat Oncol,10.1016/s1053-4296(98)80038-6,
9442120,1998,MRI of the rectum: non-neoplastic disease.,Eur Radiol,10.1007/s003300050328,
9492970,1998,Design of the Women's Health Initiative clinical trial and observational study. The Women's Health Initiative Study Group.,Control Clin Trials,10.1016/s0197-2456(97)00078-0,
9486612,1998,Effect of customized small bowel displacement system in pelvic irradiation.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(97)00764-5,
9460109,1998,The normal and pathologic ischiorectal fossa at CT and MR imaging.,Radiographics,10.1148/radiographics.18.1.9460109,
9448765,1998,Staging of invasive cervical carcinoma and of pelvic lymph nodes by high resolution MRI with a phased-array coil in comparison with pathological findings.,J Comput Assist Tomogr,10.1097/00004728-199801000-00013,
9442955,1998,Elimination of artifactual accumulation of FDG in PET imaging of colorectal cancer.,Clin Nucl Med,10.1097/00003072-199801000-00002,
11829932,1999,[Lymphoscintigraphy: evaluating lymphatic spread of rectal cancer].,Zhonghua Wai Ke Za Zhi,,
11829854,1999,[The accessory diagnosis of rectal carcinoma by ICM and oncogene expressions].,Zhonghua Wai Ke Za Zhi,,
10714227,1999,[Diagnosis of remote metastases of rectal cancer with the aid of minimally invasive diagnostic procedures under computerized tomography control].,Vestn Rentgenol Radiol,,
10703471,1999,Differentiation of recurrent rectal cancer and scarring with dynamic MR imaging.,Br J Radiol,10.1259/bjr.72.864.10703471,
10697611,1999,Selective use of preoperative radiotherapy in the treatment of cancer in the lower two thirds of the rectum.,Anticancer Res,,
10639703,1999,Detection of a rectocele-like prolapse in the colonic J-pouch using pouchography: cause or effect of evacuation difficulties?,Surg Today,10.1007/BF02482214,
10614109,1999,[Retrospective radiographic study of growth of colorectal carcinoma].,Nihon Igaku Hoshasen Gakkai Zasshi,,
10613474,1999,Horizontal inclination of the longitudinal axis of the colonic J-pouch: defining causes of evacuation difficulty.,Dis Colon Rectum,10.1007/BF02236207,
10613312,1999,Influence of patient positioning on dose-volume histogram and normal tissue complication probability for small bowel and bladder in patients receiving pelvic irradiation: a prospective study using a 3D planning system and a radiobiological model.,Int J Radiat Oncol Biol Phys,10.1016/s0360-3016(99)00345-4,
10604137,1999,"""MAURITIUS"": tumour dose in patients with advanced carcinoma.",Ital J Gastroenterol Hepatol,,
10597072,1999,The use of FDG-positron emission tomography for the evaluation of colorectal metastases of the liver.,Am Surg,,
10594856,1999,Chemoradiation with or without intraoperative radiation therapy in patients with locally recurrent rectal carcinoma: prognostic factors and long term outcome.,Cancer,10.1002/(sici)1097-0142(19991215)86:12<2612::aid-cncr5>3.0.co;2-m,
10590359,1999,Rationale for bladder-sparing surgery in patients with locally advanced colorectal carcinoma.,Cancer,10.1002/(sici)1097-0142(19991201)86:11<2212::aid-cncr6>3.0.co;2-2,
10589801,1999,Gd-DTPA enhancement of cranial nerves on MR imaging. Neoplastic lesions.,Acta Neurol Scand,10.1111/j.1600-0404.1999.tb01060.x,
10584439,1999,Early detection reminder systems a boon for cancer screenings.,Del Med J,,
10584128,1999,[Development and application of dynamic MR imaging in the evaluation of perfusion changes in rectal carcinoma during radiotherapy in clinical routine. Preliminary results].,Strahlenther Onkol,10.1007/s000660050043,
10580973,1999,Percutaneous interventions in the presacral space: CT-guided precoccygeal approach--early experience.,Radiology,10.1148/radiology.213.3.r99dc15901,
10540644,1999,Mucinous versus nonmucinous rectal carcinomas: differentiation with MR imaging.,Radiology,10.1148/radiology.213.1.r99se3879,
